Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Sex upon Outcome,Age upon Outcome,binary_outcome,index,intake_am_pm,intake_time,percent,domesticIndex,season,time_spend_shelter
Manor (TX),Stray,Normal,Cat,Unknown,5,Domestic Medium Hair Mix,Unknown,5,0.0,491,AM,2019-10-12,2.857142857142857,0.36000000000000004,Quarter 3,4.0
Austin (TX),Stray,Normal,Cat,Intact Male,1,Domestic Shorthair Mix,Intact Male,1,0.0,492,PM,2015-01-17,0.38461538461538464,0.54,Quarter 1,1.0
Travis (TX),Stray,Normal,Cat,Unknown,1,Domestic Shorthair Mix,Unknown,1,0.0,493,AM,2016-11-17,0.38461538461538464,0.36000000000000004,Quarter 3,0.0
Austin (TX),Stray,Normal,Cat,Intact Male,0,Domestic Shorthair Mix,Intact Male,0,0.0,494,PM,2014-08-28,0.38461538461538464,0.54,Quarter 2,0.0
Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1,Pit Bull Mix,Neutered Male,1,0.0,495,PM,2014-11-16,1.5384615384615385,1.0,Quarter 3,8.0
Del Valle (TX),Stray,Normal,Cat,Unknown,1,Domestic Shorthair Mix,Unknown,1,0.0,496,PM,2015-05-18,0.38461538461538464,0.36000000000000004,Quarter 2,1.0
Pflugerville (TX),Stray,Normal,Cat,Intact Female,1,others,Spayed Female,2,0.0,497,PM,2015-10-15,0.21691973969631237,0.54,Quarter 3,7.0
Austin (TX),Owner Surrender,Normal,Dog,Intact Male,10,Labrador Retriever Mix,Neutered Male,11,0.0,498,PM,2018-03-05,2.0,0.6,Quarter 1,29.0
Austin (TX),Stray,Normal,Other,Unknown,1,others,Unknown,1,0.0,499,PM,2019-12-31,0.21691973969631237,0.10800000000000001,Quarter 3,4.0
Austin (TX),Wildlife,Normal,Other,Unknown,36,others,Unknown,36,1.0,500,PM,2014-10-27,0.21691973969631237,0.0,Quarter 3,0.0
Austin (TX),Public Assist,Normal,Dog,Intact Male,36,others,Intact Male,36,0.0,501,PM,2017-11-27,0.21691973969631237,0.48,Quarter 3,18.0
Austin (TX),Stray,Normal,Cat,Intact Male,1,Domestic Shorthair Mix,Intact Male,1,0.0,502,PM,2015-10-05,0.38461538461538464,0.54,Quarter 3,3.0
Travis (TX),Stray,Normal,Dog,Intact Female,1,others,Spayed Female,2,0.0,503,PM,2014-09-12,0.21691973969631237,0.54,Quarter 3,17.0
Austin (TX),Stray,Injured,Other,Unknown,1,others,Unknown,1,1.0,504,PM,2016-10-02,0.21691973969631237,0.021600000000000005,Quarter 3,0.0
Austin (TX),Euthanasia Request,Aged,Dog,Neutered Male,132,Pit Bull Mix,Neutered Male,132,1.0,505,PM,2015-10-25,1.5384615384615385,0.0,Quarter 3,1.0
Austin (TX),Stray,Normal,Dog,Intact Female,48,Chihuahua Shorthair Mix,Spayed Female,48,0.0,506,PM,2014-07-09,1.694915254237288,0.54,Quarter 2,5.0
Austin (TX),Stray,Normal,Cat,Intact Female,24,Domestic Medium Hair Mix,Intact Female,24,0.0,507,PM,2017-12-02,2.857142857142857,0.54,Quarter 3,26.0
Austin (TX),Stray,Nursing,Cat,Intact Female,1,Domestic Shorthair Mix,Spayed Female,1,0.0,508,PM,2018-05-20,0.38461538461538464,0.43200000000000005,Quarter 2,35.0
Manor (TX),Stray,Normal,Cat,Unknown,1,Domestic Shorthair Mix,Unknown,1,0.0,509,AM,2015-09-29,0.38461538461538464,0.36000000000000004,Quarter 3,0.0
Austin (TX),Stray,Normal,Cat,Intact Female,2,others,Intact Female,2,0.0,510,PM,2019-10-02,0.21691973969631237,0.54,Quarter 3,20.0
Austin (TX),Stray,Normal,Dog,Intact Male,36,others,Neutered Male,36,0.0,511,PM,2020-01-22,0.21691973969631237,0.54,Quarter 1,7.0
Austin (TX),Public Assist,Normal,Dog,Intact Male,1,German Shepherd,Intact Male,2,0.0,512,AM,2020-01-16,20.0,0.48,Quarter 1,8.0
Austin (TX),Stray,Normal,Dog,Spayed Female,96,Pit Bull Mix,Spayed Female,96,0.0,513,AM,2017-06-05,1.5384615384615385,0.9,Quarter 2,0.0
Austin (TX),Public Assist,Normal,Dog,Intact Female,1,Chihuahua Shorthair Mix,Spayed Female,1,0.0,514,PM,2015-04-29,1.694915254237288,0.48,Quarter 1,91.0
Austin (TX),Stray,Normal,Cat,Intact Female,3,Domestic Shorthair Mix,Intact Female,3,0.0,515,PM,2017-06-09,0.38461538461538464,0.54,Quarter 2,10.0
Austin (TX),Stray,Normal,Cat,Spayed Female,48,others,Spayed Female,48,0.0,516,PM,2017-09-29,0.21691973969631237,0.9,Quarter 3,16.0
Austin (TX),Stray,Normal,Dog,Intact Female,1,others,Intact Female,1,0.0,517,PM,2019-06-17,0.21691973969631237,0.54,Quarter 2,8.0
Austin (TX),Stray,Normal,Dog,Intact Female,4,others,Spayed Female,5,0.0,518,PM,2014-01-08,0.21691973969631237,0.54,Quarter 1,6.0
Austin (TX),Wildlife,Sick,Other,Unknown,24,others,Unknown,24,1.0,519,AM,2016-12-16,0.21691973969631237,0.0,Quarter 3,2.0
Travis (TX),Stray,Normal,Cat,Spayed Female,5,Domestic Shorthair Mix,Spayed Female,6,0.0,520,PM,2019-08-29,0.38461538461538464,0.9,Quarter 2,10.0
Travis (TX),Wildlife,Normal,Other,Unknown,24,Bat,Unknown,24,1.0,521,PM,2019-05-09,6.666666666666667,0.0,Quarter 2,0.0
Austin (TX),Stray,Normal,Cat,Intact Female,1,others,Spayed Female,2,0.0,522,PM,2019-10-03,0.21691973969631237,0.54,Quarter 3,46.0
Austin (TX),Stray,Injured,Dog,Spayed Female,36,Chihuahua Shorthair Mix,Spayed Female,36,0.0,523,AM,2014-11-26,1.694915254237288,0.18000000000000002,Quarter 3,17.0
Travis (TX),Stray,Normal,Dog,Intact Female,1,others,Spayed Female,2,0.0,524,PM,2018-09-24,0.21691973969631237,0.54,Quarter 3,71.0
Austin (TX),Stray,Normal,Cat,Intact Male,4,Domestic Shorthair Mix,Neutered Male,4,0.0,525,AM,2018-09-28,0.38461538461538464,0.54,Quarter 3,17.0
Austin (TX),Stray,Other,Cat,Spayed Female,36,Domestic Shorthair Mix,Spayed Female,36,0.0,526,AM,2017-05-02,0.38461538461538464,0.36000000000000004,Quarter 2,112.0
Travis (TX),Stray,Normal,Dog,Intact Female,36,others,Intact Female,36,0.0,527,AM,2019-07-12,0.21691973969631237,0.54,Quarter 2,3.0
Austin (TX),Stray,Normal,Cat,Intact Female,24,Domestic Shorthair Mix,Spayed Female,24,0.0,528,PM,2017-03-02,0.38461538461538464,0.54,Quarter 1,1.0
Austin (TX),Stray,Normal,Dog,Intact Female,1,others,Spayed Female,1,0.0,529,PM,2018-10-24,0.21691973969631237,0.54,Quarter 3,11.0
Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1,Pit Bull Mix,Spayed Female,1,0.0,530,AM,2018-04-02,1.5384615384615385,1.0,Quarter 1,65.0
Travis (TX),Stray,Normal,Cat,Intact Female,1,Domestic Shorthair Mix,Intact Female,1,0.0,531,PM,2017-09-24,0.38461538461538464,0.54,Quarter 3,6.0
Austin (TX),Stray,Normal,Cat,Intact Male,2,Domestic Shorthair Mix,Neutered Male,5,0.0,532,PM,2017-08-06,0.38461538461538464,0.54,Quarter 2,88.0
Austin (TX),Stray,Normal,Cat,Intact Male,1,Domestic Medium Hair Mix,Neutered Male,3,0.0,533,PM,2017-06-06,2.857142857142857,0.54,Quarter 2,43.0
Austin (TX),Wildlife,Normal,Other,Unknown,1,others,Unknown,1,1.0,534,PM,2017-03-03,0.21691973969631237,0.0,Quarter 1,0.0
Austin (TX),Stray,Normal,Cat,Spayed Female,84,Domestic Shorthair Mix,Spayed Female,84,0.0,535,PM,2017-11-21,0.38461538461538464,0.9,Quarter 3,3.0
Austin (TX),Owner Surrender,Normal,Dog,Intact Female,24,others,Spayed Female,24,0.0,536,PM,2019-06-07,0.21691973969631237,0.6,Quarter 2,7.0
Austin (TX),Stray,Normal,Dog,Spayed Female,60,Pit Bull Mix,Spayed Female,60,0.0,537,AM,2014-09-03,1.5384615384615385,0.9,Quarter 3,162.0
Austin (TX),Stray,Normal,Cat,Neutered Male,36,others,Neutered Male,36,0.0,538,PM,2013-12-21,0.21691973969631237,0.9,Quarter 3,8.0
Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,60,others,Neutered Male,60,0.0,539,PM,2019-10-16,0.21691973969631237,1.0,Quarter 3,1.0
Austin (TX),Stray,Normal,Cat,Intact Male,1,Domestic Shorthair Mix,Neutered Male,2,0.0,540,PM,2017-08-03,0.38461538461538464,0.54,Quarter 2,4.0
Austin (TX),Stray,Normal,Dog,Neutered Male,48,Miniature Poodle Mix,Neutered Male,60,0.0,541,PM,2015-03-11,7.6923076923076925,0.9,Quarter 1,4.0
Austin (TX),Public Assist,Normal,Dog,Intact Male,36,German Shepherd,Intact Male,36,0.0,542,PM,2016-02-26,20.0,0.48,Quarter 1,2.0
Austin (TX),Stray,Normal,Dog,Neutered Male,96,others,Neutered Male,96,0.0,543,PM,2013-12-29,0.21691973969631237,0.9,Quarter 3,10.0
Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,60,others,Neutered Male,60,0.0,544,AM,2017-02-11,0.21691973969631237,1.0,Quarter 1,0.0
Austin (TX),Stray,Normal,Dog,Intact Male,1,Pit Bull Mix,Intact Male,1,0.0,545,AM,2016-02-29,1.5384615384615385,0.54,Quarter 1,0.0
Austin (TX),Stray,Normal,Cat,Intact Female,1,Domestic Shorthair Mix,Spayed Female,1,0.0,546,PM,2019-06-25,0.38461538461538464,0.54,Quarter 2,39.0
Austin (TX),Stray,Normal,Dog,Intact Female,4,German Shepherd Mix,Intact Female,4,0.0,547,PM,2013-10-14,4.166666666666666,0.54,Quarter 3,4.0
Austin (TX),Stray,Normal,Dog,Neutered Male,96,others,Neutered Male,96,0.0,548,PM,2016-10-15,0.21691973969631237,0.9,Quarter 3,15.0
Austin (TX),Stray,Normal,Cat,Intact Male,1,Domestic Shorthair Mix,Neutered Male,2,0.0,549,AM,2016-09-05,0.38461538461538464,0.54,Quarter 3,60.0
Austin (TX),Stray,Normal,Cat,Intact Male,9,Domestic Shorthair Mix,Neutered Male,11,0.0,550,PM,2017-09-30,0.38461538461538464,0.54,Quarter 3,73.0
Austin (TX),Stray,Normal,Dog,Intact Male,1,others,Intact Male,1,0.0,551,PM,2019-06-04,0.21691973969631237,0.54,Quarter 2,2.0
Travis (TX),Stray,Injured,Cat,Intact Female,8,Domestic Shorthair Mix,Spayed Female,1,0.0,552,AM,2018-12-04,0.38461538461538464,0.10800000000000001,Quarter 3,310.0
Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,24,others,Spayed Female,24,0.0,553,AM,2013-11-06,0.21691973969631237,1.0,Quarter 3,53.0
Austin (TX),Stray,Normal,Dog,Intact Female,5,others,Spayed Female,5,0.0,554,PM,2014-11-05,0.21691973969631237,0.54,Quarter 3,4.0
Austin (TX),Public Assist,Normal,Other,Unknown,1,others,Unknown,1,1.0,555,PM,2019-04-16,0.21691973969631237,0.09600000000000002,Quarter 1,1.0
Austin (TX),Wildlife,Sick,Other,Unknown,1,others,Unknown,1,1.0,556,PM,2014-01-18,0.21691973969631237,0.0,Quarter 1,1.0
Austin (TX),Stray,Sick,Cat,Intact Male,1,others,Intact Male,1,0.0,557,PM,2019-06-03,0.21691973969631237,0.10800000000000001,Quarter 2,0.0
Austin (TX),Stray,Normal,Cat,Intact Male,0,Domestic Shorthair Mix,Intact Male,1,0.0,558,PM,2014-12-30,0.38461538461538464,0.54,Quarter 3,3.0
Del Valle (TX),Stray,Normal,Cat,Intact Male,1,Domestic Shorthair Mix,Neutered Male,2,0.0,559,PM,2016-04-28,0.38461538461538464,0.54,Quarter 1,40.0
Austin (TX),Stray,Normal,Cat,Intact Female,60,Domestic Shorthair Mix,Intact Female,60,0.0,560,PM,2017-11-07,0.38461538461538464,0.54,Quarter 3,4.0
Austin (TX),Stray,Normal,Dog,Intact Female,36,others,Intact Female,36,0.0,561,PM,2019-04-12,0.21691973969631237,0.54,Quarter 1,1.0
Austin (TX),Stray,Normal,Other,Unknown,1,others,Unknown,1,0.0,562,AM,2018-05-06,0.21691973969631237,0.10800000000000001,Quarter 2,4.0
Austin (TX),Stray,Nursing,Cat,Intact Male,1,Domestic Shorthair Mix,Intact Male,1,0.0,563,AM,2014-05-04,0.38461538461538464,0.43200000000000005,Quarter 2,0.0
Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1,Pit Bull,Neutered Male,1,0.0,564,PM,2019-12-01,14.285714285714285,1.0,Quarter 3,15.0
Austin (TX),Public Assist,Normal,Dog,Neutered Male,120,others,Neutered Male,120,0.0,565,AM,2016-02-11,0.21691973969631237,0.8,Quarter 1,5.0
Austin (TX),Wildlife,Normal,Other,Unknown,24,Bat,Unknown,24,1.0,566,PM,2016-10-17,6.666666666666667,0.0,Quarter 3,0.0
Austin (TX),Stray,Normal,Cat,Unknown,1,Domestic Shorthair Mix,Unknown,1,0.0,567,AM,2018-05-05,0.38461538461538464,0.36000000000000004,Quarter 2,0.0
Austin (TX),Stray,Normal,Cat,Intact Female,48,Domestic Shorthair Mix,Intact Female,48,0.0,568,PM,2014-02-11,0.38461538461538464,0.54,Quarter 1,0.0
Austin (TX),Stray,Normal,Cat,Intact Male,1,Domestic Shorthair Mix,Neutered Male,2,0.0,569,PM,2016-05-21,0.38461538461538464,0.54,Quarter 2,42.0
Austin (TX),Public Assist,Normal,Dog,Intact Male,36,others,Intact Male,36,0.0,570,PM,2017-04-28,0.21691973969631237,0.48,Quarter 1,8.0
Austin (TX),Wildlife,Sick,Other,Unknown,24,others,Unknown,24,1.0,571,PM,2013-12-12,0.21691973969631237,0.0,Quarter 3,0.0
Austin (TX),Stray,Normal,Cat,Intact Male,1,Domestic Shorthair Mix,Neutered Male,1,0.0,572,PM,2017-01-26,0.38461538461538464,0.54,Quarter 1,4.0
Austin (TX),Stray,Normal,Dog,Intact Female,7,others,Spayed Female,8,0.0,573,PM,2019-03-26,0.21691973969631237,0.54,Quarter 1,5.0
Austin (TX),Stray,Normal,Dog,Intact Female,6,Chihuahua Shorthair Mix,Spayed Female,6,0.0,574,PM,2015-07-05,1.694915254237288,0.54,Quarter 2,4.0
Austin (TX),Stray,Normal,Dog,Intact Female,24,Labrador Retriever Mix,Spayed Female,24,0.0,575,AM,2015-07-06,2.0,0.54,Quarter 2,7.0
Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,24,others,Neutered Male,24,0.0,576,PM,2018-05-25,0.21691973969631237,1.0,Quarter 2,3.0
Austin (TX),Stray,Normal,Cat,Neutered Male,60,others,Neutered Male,60,0.0,577,PM,2014-03-02,0.21691973969631237,0.9,Quarter 1,7.0
Del Valle (TX),Stray,Normal,Cat,Intact Male,0,Domestic Shorthair Mix,Intact Male,0,0.0,578,AM,2014-04-29,0.38461538461538464,0.54,Quarter 1,0.0
Pflugerville (TX),Stray,Nursing,Cat,Unknown,0,Domestic Shorthair Mix,Unknown,0,0.0,579,AM,2016-03-18,0.38461538461538464,0.28800000000000003,Quarter 1,0.0
Austin (TX),Stray,Normal,Dog,Intact Female,2,others,Intact Female,3,0.0,580,PM,2014-10-14,0.21691973969631237,0.54,Quarter 3,4.0
Austin (TX),Stray,Normal,Dog,Intact Male,1,Pit Bull Mix,Neutered Male,1,0.0,581,PM,2016-05-05,1.5384615384615385,0.54,Quarter 2,17.0
Austin (TX),Public Assist,Normal,Dog,Spayed Female,132,others,Spayed Female,132,0.0,582,PM,2015-03-30,0.21691973969631237,0.8,Quarter 1,6.0
Austin (TX),Wildlife,Normal,Other,Unknown,1,Bat,Unknown,1,1.0,583,PM,2018-08-10,6.666666666666667,0.0,Quarter 2,2.0
Austin (TX),Stray,Normal,Dog,Intact Male,7,Pit Bull Mix,Intact Male,7,0.0,584,AM,2017-05-15,1.5384615384615385,0.54,Quarter 2,1.0
Austin (TX),Stray,Normal,Cat,Unknown,24,Domestic Shorthair Mix,Unknown,24,0.0,585,AM,2014-06-29,0.38461538461538464,0.36000000000000004,Quarter 2,1.0
Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,156,Labrador Retriever Mix,Spayed Female,156,0.0,586,PM,2018-02-16,2.0,1.0,Quarter 1,150.0
Austin (TX),Stray,Injured,Cat,Unknown,3,Domestic Shorthair Mix,Unknown,3,1.0,587,AM,2017-06-17,0.38461538461538464,0.07200000000000001,Quarter 2,0.0
Austin (TX),Stray,Normal,Dog,Neutered Male,1,others,Neutered Male,1,0.0,588,AM,2017-05-18,0.21691973969631237,0.9,Quarter 2,1.0
Austin (TX),Stray,Normal,Cat,Unknown,24,Domestic Shorthair Mix,Unknown,24,0.0,589,PM,2019-04-22,0.38461538461538464,0.36000000000000004,Quarter 1,0.0
Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,144,Domestic Shorthair Mix,Neutered Male,156,0.0,590,PM,2018-05-09,0.38461538461538464,1.0,Quarter 2,418.0
Austin (TX),Stray,Sick,Dog,Intact Male,6,others,Intact Male,6,1.0,591,PM,2017-09-15,0.21691973969631237,0.10800000000000001,Quarter 3,0.0
Austin (TX),Stray,Normal,Dog,Intact Male,24,others,Intact Male,24,0.0,592,PM,2016-10-10,0.21691973969631237,0.54,Quarter 3,1.0
Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1,others,Neutered Male,1,0.0,593,PM,2019-02-11,0.21691973969631237,1.0,Quarter 1,13.0
Leander (TX),Stray,Normal,Cat,Intact Female,1,others,Intact Female,1,0.0,594,PM,2014-05-13,0.21691973969631237,0.54,Quarter 2,1.0
Austin (TX),Stray,Normal,Cat,Spayed Female,204,others,Spayed Female,204,0.0,595,PM,2015-07-01,0.21691973969631237,0.9,Quarter 2,17.0
Austin (TX),Stray,Nursing,Cat,Intact Female,0,Domestic Shorthair Mix,Spayed Female,1,0.0,596,AM,2019-04-11,0.38461538461538464,0.43200000000000005,Quarter 1,61.0
Austin (TX),Stray,Normal,Cat,Intact Female,2,Domestic Shorthair Mix,Spayed Female,3,0.0,597,AM,2019-07-16,0.38461538461538464,0.54,Quarter 2,4.0
Outside Jurisdiction,Owner Surrender,Normal,Dog,Spayed Female,48,Labrador Retriever Mix,Spayed Female,48,0.0,598,AM,2017-03-12,2.0,1.0,Quarter 1,1.0
Austin (TX),Stray,Normal,Dog,Neutered Male,72,Pit Bull Mix,Neutered Male,72,0.0,599,AM,2015-11-28,1.5384615384615385,0.9,Quarter 3,9.0
Mustang Ridge (TX),Stray,Normal,Dog,Intact Female,48,others,Spayed Female,48,0.0,600,PM,2017-05-10,0.21691973969631237,0.54,Quarter 2,19.0
Austin (TX),Stray,Normal,Cat,Neutered Male,48,others,Neutered Male,48,0.0,601,AM,2014-04-25,0.21691973969631237,0.9,Quarter 1,15.0
Austin (TX),Stray,Normal,Dog,Intact Male,10,others,Neutered Male,11,0.0,602,PM,2015-09-29,0.21691973969631237,0.54,Quarter 3,5.0
Austin (TX),Stray,Normal,Dog,Spayed Female,1,others,Spayed Female,1,0.0,603,PM,2014-02-03,0.21691973969631237,0.9,Quarter 1,0.0
Austin (TX),Stray,Normal,Dog,Intact Male,9,Chihuahua Shorthair Mix,Neutered Male,9,0.0,604,AM,2017-04-06,1.694915254237288,0.54,Quarter 1,11.0
Travis (TX),Stray,Normal,Dog,Intact Female,4,others,Spayed Female,5,0.0,605,PM,2014-06-04,0.21691973969631237,0.54,Quarter 2,5.0
Manor (TX),Stray,Normal,Dog,Intact Male,1,Miniature Poodle Mix,Neutered Male,1,0.0,606,PM,2017-05-11,7.6923076923076925,0.54,Quarter 2,4.0
Austin (TX),Owner Surrender,Normal,Cat,Intact Female,2,Domestic Shorthair Mix,Intact Female,2,0.0,607,PM,2017-10-01,0.38461538461538464,0.6,Quarter 3,5.0
Austin (TX),Stray,Normal,Cat,Intact Male,2,Domestic Shorthair Mix,Intact Male,2,0.0,608,AM,2013-12-03,0.38461538461538464,0.54,Quarter 3,6.0
Cedar Park (TX),Owner Surrender,Normal,Dog,Spayed Female,1,others,Spayed Female,4,0.0,609,AM,2017-09-13,0.21691973969631237,1.0,Quarter 3,15.0
Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,48,Domestic Medium Hair Mix,Neutered Male,48,0.0,610,PM,2014-05-21,2.857142857142857,1.0,Quarter 2,45.0
Austin (TX),Wildlife,Normal,Other,Unknown,1,Bat,Unknown,1,1.0,611,PM,2014-05-02,6.666666666666667,0.0,Quarter 2,1.0
Austin (TX),Stray,Normal,Dog,Intact Female,2,Chihuahua Shorthair Mix,Spayed Female,3,0.0,612,PM,2017-07-19,1.694915254237288,0.54,Quarter 2,5.0
Austin (TX),Stray,Normal,Dog,Intact Male,24,others,Neutered Male,24,0.0,613,PM,2019-11-22,0.21691973969631237,0.54,Quarter 3,11.0
Del Valle (TX),Stray,Normal,Dog,Intact Male,48,others,Neutered Male,48,0.0,614,AM,2016-04-20,0.21691973969631237,0.54,Quarter 1,1.0
Austin (TX),Wildlife,Normal,Other,Unknown,1,Bat,Unknown,1,1.0,615,PM,2019-05-27,6.666666666666667,0.0,Quarter 2,0.0
Austin (TX),Stray,Normal,Dog,Intact Male,9,German Shepherd Mix,Neutered Male,10,0.0,616,PM,2017-09-27,4.166666666666666,0.54,Quarter 3,4.0
Austin (TX),Stray,Normal,Cat,Intact Male,1,Domestic Shorthair Mix,Neutered Male,2,0.0,617,PM,2019-05-04,0.38461538461538464,0.54,Quarter 2,49.0
Austin (TX),Wildlife,Injured,Other,Unknown,1,others,Unknown,1,1.0,618,PM,2015-06-12,0.21691973969631237,0.0,Quarter 2,0.0
Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,48,others,Neutered Male,48,0.0,619,AM,2017-04-22,0.21691973969631237,1.0,Quarter 1,2.0
Austin (TX),Stray,Normal,Cat,Unknown,1,Domestic Shorthair Mix,Unknown,1,0.0,620,PM,2019-04-16,0.38461538461538464,0.36000000000000004,Quarter 1,2.0
Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,192,Domestic Shorthair Mix,Spayed Female,192,1.0,621,PM,2017-08-20,0.38461538461538464,1.0,Quarter 2,82.0
Travis (TX),Stray,Normal,Dog,Spayed Female,48,others,Spayed Female,48,0.0,622,PM,2019-10-05,0.21691973969631237,0.9,Quarter 3,8.0
Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1,others,Spayed Female,2,0.0,623,PM,2019-08-16,0.21691973969631237,0.6,Quarter 2,60.0
Austin (TX),Stray,Normal,Dog,Intact Female,1,others,Spayed Female,2,0.0,624,PM,2015-06-29,0.21691973969631237,0.54,Quarter 2,6.0
Travis (TX),Owner Surrender,Normal,Cat,Intact Male,5,others,Neutered Male,5,0.0,625,PM,2015-08-04,0.21691973969631237,0.6,Quarter 2,10.0
Austin (TX),Stray,Normal,Dog,Intact Female,1,others,Spayed Female,1,0.0,626,AM,2014-07-20,0.21691973969631237,0.54,Quarter 2,132.0
Austin (TX),Stray,Normal,Dog,Spayed Female,168,Miniature Poodle Mix,Spayed Female,180,0.0,627,AM,2016-10-23,7.6923076923076925,0.9,Quarter 3,11.0
Austin (TX),Owner Surrender,Normal,Dog,Intact Male,36,others,Intact Male,36,1.0,628,PM,2018-05-05,0.21691973969631237,0.6,Quarter 2,11.0
Austin (TX),Owner Surrender,Normal,Dog,Intact Male,7,others,Intact Male,7,0.0,629,PM,2013-12-23,0.21691973969631237,0.6,Quarter 3,0.0
Austin (TX),Stray,Normal,Cat,Intact Female,1,others,Intact Female,1,0.0,630,AM,2019-05-08,0.21691973969631237,0.54,Quarter 2,5.0
Travis (TX),Stray,Normal,Dog,Spayed Female,36,Pit Bull Mix,Spayed Female,36,0.0,631,PM,2015-04-22,1.5384615384615385,0.9,Quarter 1,12.0
Travis (TX),Wildlife,Normal,Other,Unknown,24,Bat,Unknown,24,1.0,632,AM,2019-12-25,6.666666666666667,0.0,Quarter 3,1.0
Austin (TX),Public Assist,Normal,Dog,Spayed Female,228,others,Spayed Female,228,0.0,633,PM,2016-09-28,0.21691973969631237,0.8,Quarter 3,1.0
Austin (TX),Wildlife,Normal,Other,Unknown,1,Bat,Unknown,1,1.0,634,AM,2014-10-31,6.666666666666667,0.0,Quarter 3,0.0
Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1,others,Neutered Male,1,0.0,635,AM,2019-12-14,0.21691973969631237,1.0,Quarter 3,3.0
Austin (TX),Owner Surrender,Sick,Dog,Neutered Male,1,others,Neutered Male,1,0.0,636,AM,2019-08-23,0.21691973969631237,0.2,Quarter 2,8.0
Austin (TX),Stray,Normal,Dog,Intact Female,1,others,Intact Female,1,0.0,637,PM,2019-09-15,0.21691973969631237,0.54,Quarter 3,2.0
Austin (TX),Stray,Normal,Dog,Intact Female,1,Pit Bull Mix,Spayed Female,1,0.0,638,PM,2016-07-03,1.5384615384615385,0.54,Quarter 2,7.0
Austin (TX),Public Assist,Aged,Dog,Neutered Male,204,others,Neutered Male,204,0.0,639,PM,2016-09-28,0.21691973969631237,0.5599999999999999,Quarter 3,9.0
Austin (TX),Stray,Normal,Dog,Intact Male,1,Labrador Retriever Mix,Intact Male,1,0.0,640,PM,2016-05-23,2.0,0.54,Quarter 2,7.0
Austin (TX),Owner Surrender,Normal,Dog,Intact Male,60,others,Neutered Male,60,0.0,641,PM,2019-02-13,0.21691973969631237,0.6,Quarter 1,6.0
Austin (TX),Stray,Normal,Cat,Intact Female,1,Domestic Shorthair Mix,Intact Female,1,0.0,642,PM,2014-08-30,0.38461538461538464,0.54,Quarter 2,0.0
Austin (TX),Stray,Normal,Cat,Intact Female,1,Domestic Shorthair Mix,Spayed Female,3,0.0,643,PM,2016-06-05,0.38461538461538464,0.54,Quarter 2,60.0
Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,36,others,Neutered Male,36,0.0,644,PM,2019-09-20,0.21691973969631237,1.0,Quarter 3,38.0
Austin (TX),Stray,Normal,Dog,Intact Male,1,Labrador Retriever Mix,Neutered Male,2,0.0,645,PM,2017-06-07,2.0,0.54,Quarter 2,4.0
Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,72,Chihuahua Shorthair Mix,Spayed Female,72,0.0,646,AM,2016-06-16,1.694915254237288,1.0,Quarter 2,4.0
Pflugerville (TX),Stray,Normal,Cat,Unknown,1,Domestic Shorthair Mix,Unknown,1,0.0,647,PM,2015-06-24,0.38461538461538464,0.36000000000000004,Quarter 2,0.0
Austin (TX),Stray,Normal,Dog,Neutered Male,84,others,Neutered Male,84,0.0,648,PM,2017-09-08,0.21691973969631237,0.9,Quarter 3,13.0
Austin (TX),Stray,Normal,Dog,Intact Female,2,German Shepherd Mix,Spayed Female,5,0.0,649,PM,2016-05-18,4.166666666666666,0.54,Quarter 2,110.0
Austin (TX),Stray,Normal,Dog,Intact Male,24,Pit Bull,Neutered Male,24,0.0,650,PM,2019-11-30,14.285714285714285,0.54,Quarter 3,30.0
Leander (TX),Owner Surrender,Normal,Cat,Intact Female,4,Domestic Shorthair Mix,Spayed Female,4,0.0,651,AM,2015-08-22,0.38461538461538464,0.6,Quarter 2,8.0
Austin (TX),Wildlife,Normal,Other,Unknown,1,Bat,Unknown,1,1.0,652,PM,2016-03-14,6.666666666666667,0.0,Quarter 1,0.0
Austin (TX),Stray,Normal,Dog,Intact Female,48,others,Spayed Female,48,0.0,653,PM,2018-07-09,0.21691973969631237,0.54,Quarter 2,12.0
Austin (TX),Stray,Injured,Cat,Intact Male,6,Domestic Medium Hair Mix,Neutered Male,6,0.0,654,AM,2013-11-05,2.857142857142857,0.10800000000000001,Quarter 3,8.0
